id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
1157,1,34,21.87164688,1,1,1,1,1,1,1,1,1,2,,,,,,10000,3,2640,2640,2,,,,,,,,,,,21097.5,2,5733,5681.133301,2,42195,3,12255,12255,1,46,0,1,35,,
1158,1,34,25.66305733,1,1,,,2,3,0,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,5880,6044.820313,1,42195,3,14820,14820,2,35,0,1,25,,
1159,1,16,18.33075523,,,,,2,4,0,1,1,1,5000,3,945,945,2,10000,4,2040,2073.014404,2,,,,,,,,,,,,,,,,,,,,,65,1,1,62,,
1160,1,24,25.25252724,,,,,3,6,0,2,1,3,5000,3,1053,1053,2,,,,,,8045,2,1799,1756.210571,3,,,,,,,,,,,,,,,,50,1,1,30,,
1161,1,38,24.67043114,,,,,1,2,0,2,3,1,5000,2,1590,1534.873657,2,,,,,,,,,,,,,,,,21097.5,2,8280,8172.243164,2,,,,,,12,0,0,20,,
1162,1,38,27.41159058,1,,,,2,3,0,2,2,3,5000,3,1320,1320,3,,,,,,,,,,,,,,,,,,,,,42195,4,18026,18347.36719,2,18,0,0,15,,
1163,1,32,24.5955925,1,1,1,1,1,2,1,1,3,1,,,,,,10000,4,2530,2580.977295,2,,,,,,,,,,,21097.5,4,5710,5865.302246,2,42195,2,12835,12776.44922,2,58,1,1,50,211.3067474,212.306488
1164,1,47,25.89813232,,,,,1,1,0,2,2,1,5000,3,1248,1248,2,,,,,,,,,,,,,,,,21097.5,3,5980,5980,2,,,,,,19.5,0,1,16,,
1165,1,32,25.8121376,1,,1,,1,2,0,2,2,2,5000,4,1248,1255.452271,1,,,,,,,,,,,16090,4,4260,4418.890625,2,,,,,,42195,2,14459,14384.73828,2,43,0,1,35,,
1166,1,43,23.75470734,,,,,2,3,1,2,3,1,5000,3,1749,1749.000122,1,10000,4,3334,3423.095703,1,,,,,,,,,,,21097.5,3,7499,7498.999512,1,,,,,,23,1,1,16,,
1167,1,31,25.75936508,1,1,1,1,1,2,0,2,2,1,5000,2,1198,1166.434937,2,,,,,,,,,,,,,,,,21097.5,3,6008,6008,2,42195,4,13025,13191.96094,1,50,1,0,35,,
1168,1,40,22.26345062,1,1,1,1,2,4,0,1,3,1,5000,3,912,912,2,,,,,,,,,,,,,,,,21097.5,3,4205,4205,2,42195,3,8657,8657,2,125,1,1,100,147.3302155,145.8595581
1169,1,40,25.20478821,1,1,,,2,3,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6080,6256.391602,2,42195,3,13585,13585,1,40,1,0,35,230.287384,
1170,1,32,23.49176788,1,1,1,1,3,6,0,2,3,1,5000,2,1205,1173.069824,1,,,,,,,,,,,,,,,,21097.5,2,5644,5593.724121,1,42195,3,13087,13087,2,50,1,1,35,208.6824646,205.9616241
1171,1,45,24.30183029,,,,,1,2,0,2,1,1,5000,3,1367,1367,2,10000,3,2815,2815,2,,,,,,,,,,,21097.5,2,6828,6754.554688,2,,,,,,14,1,1,28,,
1172,1,46,21.23309135,,,,,1,2,1,2,1,1,5000,3,1860,1860,2,10000,2,4283,4238.419922,2,,,,,,,,,,,,,,,,,,,,,15,0,1,10,,
1173,1,44,22.79490089,1,,,,1,2,0,2,2,1,5000,4,1423,1432.696899,3,10000,5,2959,,2,,,,,,,,,,,,,,,,42195,3,13456,13456,1,70,1,1,50,,
1174,1,44,23.5923233,1,1,1,1,1,2,0,2,1,1,5000,3,1196,1196,2,,,,,,,,,,,,,,,,21097.5,3,5386,5386,1,42195,4,11985,12126.21875,1,45,0,0,35,,
1175,1,28,25.89813232,,,,,1,2,0,2,2,1,5000,3,1350,1350,1,,,,,,,,,,,16090,3,5700,5700,3,21097.5,2,6360,6296.230957,1,,,,,,35,1,1,25,,
1176,1,58,24.15598869,,,,,1,2,0,2,2,3,5000,3,1226,1226,2,10000,2,2524,2508.451904,2,,,,,,,,,,,,,,,,,,,,,42,0,0,36,,
1177,1,28,24.97483635,1,,,,3,6,0,2,2,1,5000,2,1144,1115.182129,2,,,,,,,,,,,,,,,,,,,,,42195,3,11200,11200,2,67,0,1,57,,
1178,1,60,19.53125,,,,,1,2,1,1,2,1,5000,2,1665,1604.648926,1,10000,2,3550,3519.318848,1,,,,,,,,,,,21097.5,4,7804,8097.01709,2,,,,,,28,0,1,25,,
1179,1,33,23.08238602,,,,,2,3,1,2,1,1,5000,3,1393,1393,1,10000,4,3173,3253.594482,1,,,,,,,,,,,,,,,,,,,,,25,1,1,20,,
1180,1,38,26.48756218,,,,,2,3,1,2,1,1,,,,,,,,,,,8045,4,2737,2889.358154,3,,,,,,21097.5,4,6941,7171.835449,1,,,,,,26,0,0,20,,
1181,1,31,23.84960938,1,1,,,1,2,0,2,2,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,6900,6825.006348,2,42195,4,14160,14357.54785,1,50,0,0,35,,
1182,1,27,23.81579399,,,,,2,3,1,2,1,1,5000,4,1387,1396.210815,2,,,,,,,,,,,,,,,,21097.5,4,6445,6643.551758,2,,,,,,25,1,0,20,,
1183,1,40,22.72727203,,,,,1,2,0,1,2,1,5000,4,1138,1144.193115,1,,,,,,8045,2,1953,1902.673706,1,,,,,,21097.5,4,5512,5656.582031,2,,,,,,33,1,1,25,,
1184,1,37,21.07580948,1,1,,,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,6534,6466.712402,1,42195,3,13812,13812,2,48,1,0,35,237.024353,
1185,1,26,24.73716545,1,1,,,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,6606,6606,3,42195,2,14668,14591.58105,2,43,0,0,35,,
1186,1,38,24.04452515,,,,,2,5,0,2,1,1,,,,,,10000,4,2857,2922.176025,2,8045,1,2427,,1,,,,,,21097.5,3,6435,6435,1,,,,,,14.68000031,1,0,20,,
1187,1,50,22.9631958,,,,,2,4,0,2,3,1,5000,4,1346,1354.672607,2,10000,2,3009,2986.928467,3,,,,,,16090,4,4698,4891.987305,2,,,,,,,,,,,22,0,1,16,,
1188,1,25,22.3776226,,,,,2,4,1,2,1,1,,,,,,,,,,,8045,3,1998,1998,2,,,,,,21097.5,3,5469,5469,1,42195,1,12374,,1,60,1,1,45,,
1189,1,56,25.47970772,1,,,,3,6,0,1,2,2,5000,3,1230,1230,3,,,,,,,,,,,,,,,,,,,,,42195,3,14650,14650.00098,3,40,0,1,25,,
1190,1,38,19.48727608,,,,,2,5,1,2,3,2,5000,3,1501,1501,2,10000,2,3235,3209.502441,2,,,,,,,,,,,21097.5,2,6900,6825.006348,1,,,,,,26,1,1,20,,
1191,1,28,21.70963478,1,1,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,16090,3,4200,4200,2,21097.5,3,5674,5674,2,42195,2,12153,12100.49316,2,40,1,0,35,,
1192,1,30,21.74523163,,,,,2,4,0,1,3,1,,,,,,10000,4,2207,2245.692139,2,,,,,,,,,,,21097.5,4,4773,4881.032227,1,42195,5,10996,,1,38,1,1,30,,181.948288
1193,1,40,19.79558945,,,,,2,3,1,2,3,1,,,,,,10000,2,2805,2785.810303,1,,,,,,,,,,,21097.5,3,6169,6169,2,42195,1,13859,,2,53,0,1,47,,225.2398224
1194,1,26,23.2189579,1,1,1,1,3,6,0,2,2,1,5000,3,1011,1010.999939,1,,,,,,,,,,,,,,,,21097.5,2,4614,4580.345215,1,42195,2,10087,10050.80176,1,105,1,1,72,,
1195,1,29,22.0333519,1,1,1,1,2,3,1,2,1,1,,,,,,,,,,,8045,4,2104,2192.889893,3,,,,,,21097.5,3,5919,5919,2,42195,2,12352,12297.76367,2,46,1,0,40,,
1196,1,29,22.03732109,1,,,,2,4,0,2,2,1,5000,4,989,993.6741943,4,,,,,,,,,,,16090,1,3292,,1,,,,,,42195,3,9392,9392,3,40,1,0,25,,
1197,1,39,22.0385685,,,,,2,3,1,2,2,1,,,,,,10000,2,3686,3652.934082,2,,,,,,,,,,,21097.5,3,8020,8020,2,42195,1,10911,,2,40,1,1,22,,
1198,1,46,32.07151031,,,,,2,3,0,2,3,1,5000,3,2469,2469,3,,,,,,8045,3,3436,3436,3,,,,,,,,,,,,,,,,4,0,0,10,,
1199,1,36,23.00573349,1,1,1,1,1,2,0,2,2,1,5000,4,1065,1070.422119,2,,,,,,,,,,,,,,,,21097.5,4,4697,4801.581543,2,42195,2,10473,10433.9834,1,75,0,0,60,,
1200,1,32,24.96845627,1,1,,,2,4,0,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,5750,5907.515625,1,42195,2,13131,13069.72363,1,50,1,1,45,214.6909332,
1201,1,34,23.16774559,1,1,,,2,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5970,5970,1,42195,4,14268,14468.59375,1,44,0,0,36,,
1202,1,25,21.91380501,1,1,1,1,2,5,0,2,1,1,5000,4,1020,1024.972534,1,,,,,,,,,,,,,,,,21097.5,4,4555,4653.287598,1,42195,3,10021,10021,1,55,1,1,40,,
1203,1,26,21.07240105,,,,,2,3,1,2,1,2,5000,2,1320,1281.781128,2,,,,,,8045,2,2280,2211.705078,2,,,,,,21097.5,2,6120,6060.930176,2,,,,,,45,1,1,36,,
1204,1,48,23.74768066,1,1,,,1,2,0,2,3,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,6732,6660.595215,1,42195,2,15840,15750.91797,4,26,0,0,22,250.4160461,
1205,1,37,29.46128082,,,,,1,1,0,2,1,1,,,,,,10000,2,2659,2641.749756,2,,,,,,16090,2,5667,5468.473145,4,,,,,,,,,,,16,0,0,15,,
1206,1,35,24.04452515,1,,1,,3,7,0,2,3,1,,,,,,10000,4,2249,2289.192383,1,,,,,,16090,4,3672,3789.450439,1,,,,,,42195,3,10861,10861,1,74,0,1,52,185.4836731,186.9401398
1207,1,27,25.7936821,,,,,2,4,0,2,3,1,5000,4,1206,1212.957642,2,,,,,,,,,,,,,,,,21097.5,2,6420,6355.027832,1,,,,,,30,1,1,20,,
1208,1,49,20.522686,1,1,1,1,2,3,1,2,2,1,5000,4,1285,1292.901978,1,,,,,,,,,,,,,,,,21097.5,3,6030,6030,1,42195,4,13020,13186.83203,1,65,0,1,50,,
1209,1,52,23.08344269,,,,,2,3,0,1,1,2,5000,4,1240,1247.356567,2,,,,,,,,,,,,,,,,21097.5,3,5840,5840,2,,,,,,55,1,1,40,,
1210,1,49,23.27272797,1,,,,2,5,0,3,1,1,,,,,,10000,4,3405,3497.983887,1,,,,,,,,,,,,,,,,42195,3,15873,15872.99902,1,20,1,1,20,,
1211,1,29,24.22145271,1,1,1,1,2,3,0,2,1,3,,,,,,10000,3,2570,2570,2,,,,,,,,,,,21097.5,4,5550,5696.608887,1,42195,4,12225,12371.96582,1,60,1,1,35,,
1212,1,38,22.26345062,1,1,1,1,2,4,0,1,3,2,,,,,,10000,3,2280,2280,2,,,,,,,,,,,21097.5,3,5220,5220,2,42195,3,11220,11220,2,70,1,1,65,186.2236938,185.8929749
1213,1,43,24.57002449,1,1,1,1,2,3,0,2,3,1,,,,,,10000,2,2562,2545.981445,2,,,,,,,,,,,21097.5,3,5541,5541,2,42195,3,11762,11762,2,90,1,1,70,194.0969849,198.5728302
1214,1,26,24.55106735,,,,,2,3,0,2,1,2,5000,3,1160,1160,3,10000,2,2468,2453.13208,2,,,,,,,,,,,21097.5,3,5460,5460,3,,,,,,40,0,1,30,,
1215,1,22,21.74523163,,,,,3,8,0,2,3,2,5000,3,1220,1220,2,,,,,,8045,4,2258,2360.696045,3,,,,,,,,,,,,,,,,20,1,1,17,,
1216,1,42,22.16610718,1,1,,,1,2,0,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,4989,5107.152832,2,42195,2,10522,10482.61816,1,65,1,1,55,185.906723,
1217,1,28,28.40193176,1,1,,,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,7140,7384.495117,1,42195,3,16800,16800,1,40,0,0,30,,
1218,1,44,21.61532784,,,,,1,2,0,2,3,3,,,,,,,,,,,,,,,,16090,3,4816,4816,2,21097.5,4,6994,7228.434082,3,,,,,,18,0,0,15,,
1219,1,37,25.82033348,,,,,2,4,0,2,3,2,5000,2,1370.5,1329.346436,2,10000,3,2850,2850,2,,,,,,,,,,,,,,,,,,,,,50,0,1,35,,
1220,1,28,18.82102203,,,,,2,4,1,2,2,2,5000,2,1297,1260.082764,2,,,,,,,,,,,,,,,,21097.5,3,5574,5574,1,42195,5,12246,,1,60,1,0,50,,
1221,1,28,22.20552635,,,,,2,3,1,1,2,1,5000,3,1800,1800.000122,2,,,,,,,,,,,,,,,,21097.5,3,7860,7860,1,,,,,,20,0,0,16,,
1222,1,26,20.03710556,1,1,,,3,6,0,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,4980,5097.72168,2,42195,3,10822,10822,1,65,0,0,55,,
1223,1,34,26.6554451,,,,,2,3,0,2,3,2,5000,3,1470,1470,2,10000,3,3180,3180,2,,,,,,,,,,,,,,,,,,,,,25,1,0,20,,
1224,1,27,23.84337807,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,16090,4,3820,3947.272949,2,21097.5,3,4945,4945,1,42195,2,11145,11100.82617,1,83,1,1,65,,
1225,1,25,20.47117615,1,,1,,2,5,0,2,3,2,5000,4,852,855.4666138,1,,,,,,,,,,,16090,3,3300,3300,3,,,,,,42195,3,10560,10560,3,105,1,1,30,169.901947,164.1066589
1226,1,31,21.03681564,1,,,,1,2,1,2,1,1,5000,3,1223,1223,2,,,,,,,,,,,,,,,,,,,,,42195,2,12500,12444.45898,2,51,0,1,40,,
1227,1,32,22.91344261,1,1,1,1,4,9,0,2,1,1,,,,,,10000,4,2066,2099.868408,2,,,,,,,,,,,21097.5,2,4478,4446.293457,1,42195,2,10349,10310.89941,2,64,1,1,55,,
1228,1,35,26.69023323,1,1,1,1,2,4,0,2,3,1,5000,4,1297,1305.050781,2,,,,,,,,,,,,,,,,21097.5,4,6510,6712.640137,2,42195,3,15000,15000,1,50,1,1,40,242.1226654,243.8305511
1229,1,53,29.09720039,,,,,2,4,0,2,1,2,5000,2,1547,1494.765991,3,10000,3,3191,3191,3,,,,,,,,,,,,,,,,,,,,,25,0,0,20,,
1230,1,31,21.07240105,1,,1,,1,2,1,2,3,1,5000,2,1282,1245.919922,2,,,,,,,,,,,16090,2,4335,4217.866211,1,,,,,,42195,4,12500,12653.69336,1,60,1,1,50,204.2142181,209.4255676
1231,1,34,28.31078911,,,,,2,3,1,2,1,1,5000,3,2193,2193,1,,,,,,,,,,,,,,,,21097.5,3,9900,9900,2,,,,,,15,0,0,5,,
1232,1,64,23.37423897,,,,,1,1,0,2,2,1,5000,3,1790,1790,3,,,,,,,,,,,,,,,,21097.5,3,7200,7199.999512,3,,,,,,12,0,0,25,,
1233,1,38,28.11374855,1,1,1,1,2,3,0,2,1,1,,,,,,10000,4,2860,2925.314453,2,,,,,,,,,,,21097.5,3,6678,6678,2,42195,3,16280,16280,4,55,0,1,40,,
1234,1,46,27.03786278,1,,1,,2,4,0,2,2,1,5000,3,1426,1426,2,10000,3,3026,3026,2,,,,,,,,,,,,,,,,42195,3,14378,14378,1,40,1,1,30,,
1235,1,28,22.3776226,1,1,1,1,2,3,1,2,3,1,5000,4,1146,1152.28064,1,,,,,,,,,,,,,,,,21097.5,3,5204,5204,1,42195,4,11835,11972.68555,2,55,1,1,45,192.2640533,190.9333038
1236,1,35,24.96845627,,,,,1,2,0,1,1,2,,,,,,10000,2,2646,2628.91748,1,,,,,,16090,1,4686,,1,21097.5,2,5887,5832.322754,1,,,,,,22,0,1,20,,
1237,1,19,20.77922058,,,,,3,7,0,2,3,1,5000,4,1423,1432.696899,2,10000,4,2930,2998.589355,2,,,,,,,,,,,,,,,,,,,,,15,1,1,10,,
1238,1,34,22.10886955,,,,,2,5,0,2,2,1,5000,3,1133.5,1133.5,2,10000,2,2830,2810.467773,2,,,,,,,,,,,,,,,,,,,,,17,0,0,12,,
1239,1,66,20.76318932,1,1,1,1,2,5,0,2,1,1,5000,3,1446,1446,2,,,,,,,,,,,,,,,,21097.5,3,6556,6556,2,42195,3,18930,18930,2,60,1,1,45,,
1240,1,44,23.42873192,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6480,6680.747559,2,42195,4,15310,15541.20117,2,49,0,0,35,,
1241,1,24,20.19801331,1,1,1,1,1,1,0,2,1,1,,,,,,,,,,,8045,3,1550,1550,2,,,,,,21097.5,4,4255,4340.645508,1,42195,4,9130,9211.722656,1,86,1,1,75,,
1242,1,30,23.97016907,1,1,,,2,4,1,2,2,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,7694,7600.870605,2,42195,3,17827,17827,2,25,0,0,20,,
1243,1,34,21.70465088,,,,,1,1,1,2,1,1,5000,3,1360,1360,2,,,,,,,,,,,16090,1,5057,,2,21097.5,3,6221,6221,2,,,,,,45,0,0,30,,
1244,1,28,21.640728,1,1,1,1,1,1,0,2,2,2,,,,,,10000,2,1860,1851.542603,1,,,,,,,,,,,21097.5,4,3890,3961.45874,1,42195,4,8242,8308.541016,2,130,1,1,120,,
1245,1,32,24.44100571,,,,,2,3,0,2,3,1,,,,,,,,,,,8045,2,2610,2520.890869,2,,,,,,21097.5,3,8220,8220,2,,,,,,42,0,1,35,,
1246,1,30,23.5923233,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,16090,4,5100,5329.416992,2,21097.5,4,7080,7320.333496,2,42195,4,15496,15732.89648,2,70,1,0,50,,
1247,1,33,23.93687057,1,1,1,1,2,4,0,2,1,2,,,,,,10000,4,1920,1949.216797,2,,,,,,,,,,,21097.5,4,4171,4253.264648,1,42195,4,8797,8872.844727,1,104,1,1,70,,
1248,1,42,27.52437782,,,,,2,3,0,2,3,1,,,,,,,,,,,8045,3,2870,2870,2,16090,3,6607,6607,2,,,,,,,,,,,30,0,0,25,,
1249,1,38,23.70467758,,,,,2,5,0,2,3,1,5000,3,1439,1439,2,,,,,,,,,,,,,,,,21097.5,3,7095,7095,2,,,,,,22,1,1,18,,
1250,1,30,28.85430336,,,,,2,4,0,1,2,1,,,,,,10000,4,3604,3708.336426,2,,,,,,,,,,,21097.5,4,7800,8092.710938,1,,,,,,24.5,0,0,17,,
1251,1,38,33.38068008,,,,,1,1,1,2,3,1,5000,3,2167,2167,2,10000,3,4507,4507,2,,,,,,,,,,,,,,,,,,,,,20,0,0,18,,
1252,1,31,23.24191475,1,1,1,1,2,3,0,2,3,1,,,,,,,,,,,8045,3,2034,2034,1,,,,,,21097.5,3,6020,6020,1,42195,2,14460,14385.72754,2,50,1,1,38,221.2966614,219.5354156
1253,1,38,30.70676613,,,,,2,3,0,2,3,2,,,,,,10000,4,3370,3461.056396,3,8045,2,2730,2632.661377,3,,,,,,,,,,,,,,,,15,0,0,10,,
1254,1,42,25.95398712,,,,,3,8,0,1,1,1,,,,,,10000,3,2296,2296,3,,,,,,,,,,,21097.5,4,5640,5791.467285,4,,,,,,20,1,1,15,,
1255,1,28,24.85058212,1,1,1,1,2,3,0,1,2,1,,,,,,,,,,,8045,2,2667,2574.025635,4,,,,,,21097.5,2,6642,6572.481445,2,42195,3,14161,14161,1,50,1,1,40,,
1256,1,34,22.19460106,,,,,2,4,1,2,2,1,,,,,,,,,,,8045,2,1995,1942.515015,3,,,,,,21097.5,4,5344,5479.794434,2,,,,,,55,1,1,45,,
1257,1,36,23.5923233,1,1,1,1,2,4,0,1,1,2,5000,4,1053,1058.300293,1,,,,,,,,,,,,,,,,21097.5,4,4688,4792.176758,1,42195,4,10050,10149.1123,1,70,1,1,60,,
1258,1,34,24.95965385,,,,,3,7,0,2,2,2,,,,,,10000,4,2542,2593.466797,1,,,,,,,,,,,21097.5,4,5938,6106.134766,1,,,,,,30,1,1,20,,
1259,1,35,24.6258564,,,,,3,6,0,2,1,1,5000,3,1806,1806,3,10000,3,3450,3450,2,,,,,,,,,,,,,,,,,,,,,20,1,0,15,,
1260,1,30,19.70114517,,,,,2,4,1,2,1,1,5000,4,1278,1285.815918,2,10000,4,2664,2720.580566,2,,,,,,,,,,,21097.5,4,6092,6269.099121,2,,,,,,33,1,1,30,,
1261,1,38,23.91919327,,,,,3,7,0,2,3,1,5000,4,1194,1200.819336,2,,,,,,,,,,,,,,,,21097.5,2,5340,5294.972656,2,,,,,,60,1,1,45,,
1262,1,55,22.56029701,1,1,1,1,1,1,0,2,1,1,,,,,,,,,,,8045,4,1920,1993.750122,2,,,,,,21097.5,3,5340,5340,2,42195,2,11940,11889.31445,2,60,1,1,55,,
1263,1,38,23.90596962,1,,1,,2,4,0,2,1,3,5000,3,1287,1287,2,10000,2,2737,2718.726318,2,,,,,,,,,,,,,,,,42195,2,13468,13403.54688,1,55,0,0,45,,
1264,1,23,15.42838573,,,,,1,1,1,1,2,1,5000,4,1009,1013.865601,1,,,,,,,,,,,,,,,,21097.5,2,4493,4461.081055,1,,,,,,100,1,1,90,,
1265,1,49,23.84960938,1,,,,2,5,0,2,3,1,5000,4,1194,1200.819336,2,,,,,,,,,,,,,,,,,,,,,42195,3,11998,11998,2,44,1,1,38,207.8352203,
1266,1,34,20.32007408,,,,,1,2,0,2,1,1,5000,4,969,973.4865723,1,,,,,,,,,,,16090,1,3659,,1,21097.5,3,4603,4603,2,,,,,,70,1,1,50,,
1267,1,29,25.74573708,1,,1,,2,4,1,2,2,1,5000,4,2025,2044.693604,1,,,,,,,,,,,16090,3,6973,6973,3,,,,,,42195,3,20430,20430,2,33,0,0,18,,
1268,1,29,23.23830032,,,,,3,6,1,1,3,1,5000,2,1361,1320.406616,2,10000,4,2836,2900.210693,2,,,,,,,,,,,21097.5,3,8580,8580,4,,,,,,16,0,0,30,,
1269,1,31,25.16318321,,,,,2,3,1,2,3,1,5000,4,1943,1961.123779,1,,,,,,8045,4,3174,3380.731934,3,,,,,,,,,,,,,,,,6,0,0,6,,
1270,1,29,20.41903305,,,,,1,1,1,1,3,1,5000,4,1320,1328.339722,2,,,,,,,,,,,,,,,,21097.5,3,7200,7199.999512,4,,,,,,10,0,0,0,,
1271,1,30,23.49176788,,,,,1,2,1,2,2,1,,,,,,10000,4,3259,3344.081055,2,,,,,,16090,4,5310,5559.160645,2,,,,,,42195,1,16093,,2,40,0,0,30,,
1272,1,16,22.26345062,,,,,1,1,0,2,1,2,,,,,,10000,2,2459,2444.23999,2,,,,,,,,,,,21097.5,4,5755,5912.793457,2,,,,,,90,1,1,80,,
1273,1,48,27.4938736,,,,,2,5,0,2,3,2,5000,2,1318,1279.895142,1,,,,,,,,,,,,,,,,21097.5,2,6323,6259.966797,1,42195,1,14363,,1,62,0,1,55,,225.3748322
1274,1,35,22.72189331,1,,,,2,3,1,2,3,2,,,,,,,,,,,,,,,,16090,2,4463,4338.945801,1,,,,,,42195,2,13072,13011.27148,1,70,1,1,65,203.4054108,
1275,1,40,24.30183029,1,1,,,2,3,1,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,6887,7114.199219,2,42195,4,14750,14964.47852,2,55,1,0,38,255.609024,
1276,1,23,17.7299614,1,1,,,1,2,0,2,2,2,5000,1,982,,4,,,,,,,,,,,,,,,,21097.5,4,4533,4630.330566,3,42195,3,9780,9780,2,50,0,0,40,,
1277,1,36,22.0385685,1,1,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5003,5003,1,42195,2,11395,11348.82617,1,97,1,1,75,,
1278,1,36,23.03030205,1,1,,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5622,5622,2,42195,2,12291,12237.29688,1,54,1,1,48,,
1279,1,49,23.3258419,1,1,,,2,4,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5027,5027,2,42195,4,10701,10813.43945,1,62,0,1,53,183.9961548,
1280,1,43,24.3044014,1,,,,2,3,0,2,2,1,5000,3,1123,1123,2,,,,,,,,,,,,,,,,,,,,,42195,3,11593,11593,1,65,1,1,50,,
1281,1,36,32.05936813,1,,1,,1,1,0,1,1,3,5000,2,2010,1922.703247,4,,,,,,8045,3,2400,2400,2,,,,,,,,,,,42195,3,15600,15600,1,45,1,0,25,,
1282,1,34,23.2491684,1,1,1,1,3,6,0,1,1,2,5000,4,1178,1184.637451,2,,,,,,,,,,,,,,,,21097.5,4,5880,6044.820313,1,42195,3,13320,13320,1,50,0,0,42.5,,
1283,1,30,22.57785988,1,1,1,1,1,1,0,1,2,1,,,,,,10000,4,1992,2023.467285,1,,,,,,,,,,,21097.5,4,4752,4859.073242,2,42195,3,11040,11040,2,100,1,1,50,,
1284,1,26,23.84960938,,,,,3,6,0,1,3,1,5000,4,1010,1014.875244,2,10000,3,2150,2150,2,,,,,,,,,,,21097.5,4,4479,4574.000977,1,,,,,,50,1,1,45,,
1285,1,43,24.28824997,,,,,3,7,0,2,2,1,5000,3,1097,1097,2,10000,4,2313,2355.53418,2,,,,,,,,,,,,,,,,,,,,,36,1,1,30,,
1286,1,39,26.7320137,,,,,2,3,1,2,1,1,5000,4,1678,1691.5,2,,,,,,,,,,,,,,,,21097.5,4,7230,7480.805664,1,,,,,,20,0,0,13,,
1287,1,35,22.01950264,1,1,,,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6064,6064,2,42195,3,12546,12546,2,55,1,1,45,,
1288,1,31,26.50887489,,,,,1,2,0,1,2,1,,,,,,10000,3,2955,2955,1,,,,,,,,,,,21097.5,3,7440,7440,3,,,,,,30,0,1,15,,
1289,1,28,23.08344269,1,,,,2,3,0,1,3,1,5000,2,1324,1285.55249,2,,,,,,,,,,,,,,,,,,,,,42195,3,13320,13320,2,46,0,0,27,225.6428986,
1290,1,38,28.31078911,,,,,2,4,0,2,1,1,5000,2,1620,1562.811157,2,10000,2,3420,3391.515625,2,,,,,,,,,,,,,,,,,,,,,30,0,0,25,,
1291,1,30,20.03506279,1,1,,,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,4,6090,6266.980957,3,42195,2,12996,12935.97461,1,45,0,0,30,,
1292,1,26,22.03728104,,,,,3,6,1,2,2,1,,,,,,10000,4,2730,2789.450195,2,,,,,,,,,,,21097.5,3,6270,6270,2,,,,,,53,1,1,50,,
1293,1,31,23.49176788,,,,,2,4,1,2,1,2,,,,,,10000,2,3240,3214.423828,2,,,,,,,,,,,21097.5,2,8040,7938.361328,2,,,,,,12,1,1,25,,
1294,1,26,21.3521862,,,,,2,3,0,2,1,1,5000,3,1112,1112,3,,,,,,,,,,,,,,,,21097.5,4,5187,5314.837402,2,,,,,,50,1,1,44,,
1295,1,39,21.38588142,1,,,,2,4,0,1,1,2,,,,,,,,,,,8045,3,1662,1661.999878,2,,,,,,,,,,,42195,4,11462,11591.09668,1,70,1,1,55,,
1296,1,26,22.24142647,,,,,2,3,0,1,3,2,5000,3,1100,1100,1,,,,,,,,,,,,,,,,21097.5,3,5370,5370,1,,,,,,70,1,1,40,,
1297,1,67,22.50635719,,,,,2,3,0,2,3,1,,,,,,10000,3,3242,3242,2,,,,,,,,,,,21097.5,4,7198,7446.552734,3,,,,,,30,0,0,24,,
